,subfield,description,field,url,content
2382,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,propublica claim averag compa assign recidiv risk level black defend significantli higher averag compa assign risk level white defend
2383,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,risk gener ai physicist stephen hawk microsoft founder bill gate spacex founder elon musk express concern possibl ai could evolv point human could control hawk theoriz could spell end human race
2384,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,develop full artifici intellig could spell end human race
2385,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,human develop artifici intellig take redesign ever increas rate
2386,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,human limit slow biolog evolut compet would supersed
2387,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,book superintellig philosoph nick bostrom provid argument artifici intellig pose threat humankind
2388,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,argu suffici intellig ai choos action base achiev goal exhibit converg behavior acquir resourc protect shut
2389,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,ai goal fulli reflect human one exampl ai told comput mani digit pi possibl might harm human order acquir resourc prevent shut ultim better achiev goal
2390,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,bostrom also emphas difficulti fulli convey human valu advanc ai
2391,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,use hypothet exampl give ai goal make human smile illustr misguid attempt
2392,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,ai scenario becom superintellig bostrom argu may resort method human would find horrifi insert electrod facial muscl human caus constant beam grin would effici way achiev goal make human smile
2393,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,book human compat ai research stuart j
2394,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,russel echo bostrom concern also propos approach develop provabl benefici machin focus uncertainti defer human possibl involv invers reinforc learn
2395,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,concern risk artifici intellig led high profil donat invest
2396,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,group promin tech titan includ peter thiel amazon web servic musk commit billion openai nonprofit compani aim champion respons ai develop
2397,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,opinion expert within field artifici intellig mix sizabl fraction concern unconcern risk eventu superhumanli capabl ai
2398,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,technolog industri leader believ artifici intellig help current form continu assist human
2399,Artificial intelligence,The implementation and study of systems that exhibit an autonomous intelligence or behavior of their own.,Artificial intelligence,https://en.wikipedia.org/wiki/Artificial_intelligence,oracl ceo mark hurd state ai actual creat job less job human need manag ai system
